Scammer,Label
"Hi, it's Amit from EFG Corporation. Congratulations on winning the Rs 6 Lakh jackpot! Check your messages for the jackpot details. Reach out to the given number to claim your prize.",1
You'll be locked out of HSBC Online Banking for too many unsuccessful log on attempts. Please contact us if this wasn't you.,0
"We have an exclusive limited-time offer just for you. To avail, transfer the required amount to the following account: Account Number - 9876543210, Account Name: HUGIE Insurance Firm. Rest assured, our agent will personally deliver your policy documents to your doorstep within seven days.",1
"Avbl Bal in your A/C. No.XXXXXXXXXXX3859 on EOD 13-JUL-2022 is INR 19,160.01, Tot. avbl bal (including linked deposits and Limit) is INR 19,160.01. Warm Regards, YES Bank",0
You can start working from tomorrow. You need to upload your work on the www.workfromhome.com portal Here is your User ID and password. You also have to provide a security deposit of Rs 10000,1
"Attention valued customer, failure to promptly update your KYC information within the next 48 hours will result in account suspension. Click this link to securely update: bit.ly.go0gleupdate.SBIbank.com.",1
"Don't let this special offer slip away. Transfer the necessary funds to this account: Account Number - 5432109876, Account Name: BAJAJ Insurance Solutions. Expect our representative to hand-deliver your policy documents to your residence within seven days.",1
"Dear Customer, statement for ICICI Bank Credit Card XX1009 has been sent to nitesh.goyal13@gmail.com. Total amount of Rs 16105.1 or Minimum amount of Rs 810 is due by 10-JAN-22.",0
Ho Ho Ho! Here is your entry to the Shoppers Stop Merry Xmas Party! Join us on 17 Dec at 7.30pm via 1kx.in/AwRK7lW27aM .T&C*,0
Thrilling news Aarav! Just a couple more steps and you'll be the recipient of our Rs. 10 lakh jackpot. However there's a tax fee of Rs. 20000 that needs to be settled first to finalize the claim.,1
"Your Citibank Shipment is dispatched via Bluedart AWB#30905055112 to your address with PINCODE 201304, will be delivered by 21-JUN-23.Track us on https://bdtrck.page.link/Tkuek",0
012952 is OTP for txn of INR 2828.46 at airtel66/pl on ICICI Bank Credit Card XX9005. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,0
Greetings! Aarav here from BOI. Congratulations on winning Rs. 10 Lakh in our grand prize draw! Check your inbox for all the details. Give a call to the mentioned number to claim your well-deserved prize.,1
"Hello, Mr. Patel. This is UBI Bank calling. Exciting news! Your credit card is eligible for a limit boost. We're increasing your limit to Rs 6 lakhs from the current Rs 1.5 lakhs. Kindly confirm the free limit upgrade code once it's dispatched to you.",1
"Hello, I've been struggling to transfer the amount for a while now. To expedite the process, I'll be sending you a QR code via email. Please scan the QR code to facilitate the amount transfer.",1
Can you call back later?,0
Your OTP to register/access CoWIN is 659979. It will be valid for 3 minutes. - CoWIN,0
"Please check the Refund status for PAN:ASPxxxxx5R, AY2019-20 on http://tin-nsdl.com after 3 days. Please ignore this if the Refund has been received.",0
"Hello! We're excited to offer you Rs 15,000 for your participation. However, before we proceed, we require you to make a Rs 20 payment to the account 67890 via net banking to activate your account. Please notify us once the payment is completed.",1
"Dear Investor, Your redemption in Folio # 23917909 in SBI Focused Equity Fund Direct Gr  for Rs.10,000.00 dated 19-Nov-2020 at applicable NAV of 171.2207 is processed. Redemption proceeds will be directly credited to your bank account registered with us latest by 24-Nov-2020 subject to confirmation from your bank-SBIMF",0
Good day Mr. Sharma. I'm calling from ABC Bank. Congratulations on your recent credit card acquisition! To adhere to our bank's protocol we're reaching out to assist you in activating your new card over the phone. Kindly verify the details of your card and you'll receive an activation code shortly. Once you input the code your card will be successfully activated.,1
Good day this is LALPATH Diagnostic Services reaching out to you. We need your address for sample collection purposes. The total fee is Rs. 1025 covering a home collection charge of Rs. 10Additionally there's an advance payment of Rs. 580 required for pre-booking. I'll send you the payment link shortly.,1
Make way for some colourful offers. Shop for Rs. 4999 at your nearest AND store & get Rs. 500 off. Or shop online to get upto 15% OFF on your purchase. T&C*. Visit: https://bit.ly/3vTtSlU ..,0
"Good day, Mr. Patel, I'm Rohit Gupta calling from your bank's customer care. We're happy to inform you that your credit card's annual fee will be waived off this year as a special benefit for our valued customers. Before we proceed, could you confirm your details? Your card number is 8765 XXXX, and your name is Rahul Patel, isn't it? Please share the OTP you'll receive shortly to complete the fee waiver process.",1
Good day this is Ravi from UBI Loans.  We're offering personal loans at a low interest rate of just 5 percent per annum. Our representative will visit you to assist with the application process. Before that you'll need to register on MAEVE gaming.com. As a welcome bonus you'll receive Rs 5000 upon your first recharge of minimum Rs 5000.,1
"Hi there, this is Rahul from JIO Corporation. Great news! You're the winner of our Rs 8 Lakh jackpot! Check your inbox for the jackpot details. Feel free to call the number mentioned to claim your prize.",1
Good morning I'm calling from RST Financial Services.  We're pleased to offer personal loans at a competitive interest rate of 5 percent per annum. Our agent will guide you through the application process. Before their visit please register on HUGIE wageringplatform.com. You'll receive Rs 5000 as a welcome gift upon your first recharge of minimum Rs 5000.,1
Hello SirI am calling from ABC telecom company.We are offering you a SIM card upgrade for better internet connectivity and more data.You must share with us basic details like your Aadhaar Card number and unique 20-digit SIM card number. Thereafter you will get a text. Reply â€˜Iâ€™ to activate the offer.You will get the payment link on your phone now Please click and make the payment.,1
Hello Sir. We recommend our SAFETYNET plan for your family's protection providing a coverage of 2 lakh for a premium of Rs. 10000. Today we're extending a special offer exclusively for you. Pay immediately to secure the policy at just Rs. 50,1
"Hi, this is Mr. Sharma's personal secretary speaking. How can I help you today? Great to hear! Please provide your address, and we'll arrange the delivery of 78 smartphones to you. However, there's a registration fee of Rs 42,500/- due today for processing. Once paid, the phones will be dispatched within a week, and we'll refund the registration fee immediately upon delivery.",1
"(Mystery Of Food -  Ghazia..) Hi Mr Nitesh, your reservation is confirmed for 2 people on Mon Feb 14 2022 at 08:00 PM. We can hold your table for max 15 mins. For details visit https://vt3y8.app.goo.gl/MfhQv - Inresto",0
Please click the link https://cams.co.in/5gblvG0yPhs & enter PAN/FOLIO NO. to view statement of account for your latest transaction in Folio XXXXX909-SBIMF,0
"Hi there, it's Rajesh from MOJOJO Corporation. You've won the Rs 7 Lakh jackpot! Check your email for the jackpot details. Feel free to call the number mentioned to claim your prize.",1
Hi there Sir! It's Alex from UV SPORTS Gaming Corporation. We have a fantastic cash reward waiting for you for playing our online game. Check your email for the app download link. Log in using the User ID XXXXX@UV SPORTS.com and password EAKRAFTONS. After logging in you'll receive a code for access. Kindly provide it to us.,1
"Good afternoon! I'm calling from HYATT Corporation. We're happy to announce a special 55% cashback on your recent purchase from HYATT.com. It's a quick and easy process, sir. Just open the app, and you'll receive a pop-up message about the cashback. Please provide your UPI PIN for verification.",1
"Hello, this is SBI calling to inform you about the activation of your insurance policy. Your policy is now active, and we require a premium payment of Rs20654 to ensure uninterrupted coverage.",1
"Enjoy discounts on food, cabs and utility bills. Complete your Savings Account application. Click https://tinyurl.com/y83ekl9d - IndusInd Bank",0
Hi there Mr. Kumar. This is DEF Pvt Ltd calling. We're delighted to inform you about our latest scheme catering to farmers in your region. Congratulations! You've been chosen to avail a loan from our company at a subsidized rate. We provide special loans of up to Rs 7 lakhs at an interest rate of only 2.25%! To proceed with the loan application please provide your bank account and Aadhaar details for verification.,1
"""LAST DAY TODAY of the GREENCARD VIP access to the PANTALOONS Grand Fashion Upto 60% OFF SALE",0
"Dear Komal Gupta, You are eligible and may avail precaution dose at private vaccination center only after 29-04-2022. Please visit cowin.gov.in  CoWIN",0
"Hello, sir! This is GOLDEN PALM Industries contacting you. We're happy to offer you a 25% cashback on your recent purchase from GOLDEN PALM.com. It's a hassle-free process, sir. Just open the app, and you'll find a pop-up notification about the cashback. Please input your UPI PIN for verification.",1
"Hi, you have received a request to connect from Prakriti(36y, Meerut). Login to your Sangam profile to respond. https://sd2.in/m/SMCHWhmRI - Team Sangam",0
"Hello, I'm speaking on behalf of Mr. Sharma's office. I'm his personal secretary. How can I assist you today? Great! Please provide your address, and we'll arrange to send you 65 smartphones. However, there's a nominal registration fee of Rs 37,500/- that needs to be paid today for processing. Once paid, the phones will be dispatched within a week, and we'll refund the registration fee immediately upon delivery.",1
"Hi there, Mr. Kumar. I'm contacting you from BOI Bank. Congratulations on qualifying for a credit card limit upgrade! Your new limit will be Rs 7 lakhs, up from Rs 1.2 lakhs. Sir, please confirm the free limit upgrade code once you receive it.",1
Critical Notice: Your account status is at risk unless your KYC details are updated promptly. Securely verify your information by visiting hhoo.bsuiverification.HOMELANDERbank.com to maintain uninterrupted access.,1
Your One Time Password (OTP) for Employee Product Discount scheme is 868027. It is valid for 15 mins. PLEASE DO NOT SHARE THE OTP WITH ANYONE.,0
"Dear Customer, your ICICI Bank Account XX929 has been credited with INR 3,88,031.00 on 31-Jan-22. Info:NEFT-HSBCN22031469910-SAMSUNG INDIA. The Available Balance is INR 3,96,820.15.",0
"Hey there! I'm part of the team behind a new online game. We're looking for beta testers to try out the game, share feedback, and help us refine it before launch. Get involved, and you'll receive a reward of Rs 6,000/- for your contribution.",1
Do not miss this chance! Last day to register for the face yoga session with Vibhuti Arora on 20.11.21 at 5pm with Shoppers Stop.Register bit.ly/faceyogaFC TnC*,0
"OTP for Aadhaar (XX9565) is 114326 (valid for 10 mins). To update Aadhaar, Upload documents on myaadhaar.uidai.gov.in or visit Aadhaar Center. Call 1947 for info. -UIDAI",0
Dear Candidate we're pleased to have you onboard our agency. After assessing your CV we're happy to offer you a work-from-home position. Kindly submit your Aadhaar and PAN card details for verification. Additionally complete the necessary forms and sign documents as per company policy. Once all paperwork is finalized and your address proof and PAN card details are provided you can commence work from tomorrow. Your login credentials for the www.virtualjobportal.com portal have been provided. Please be aware a security deposit of Rs. 11700 is mandatory.,1
"Good day, I'm calling from Mr. Patel's office, acting as his personal secretary. How can I assist you today? Perfect! Kindly provide your address, and we'll arrange the delivery of 33 smartphones. Please note, there's a registration fee of Rs 8,750/- payable today for processing. Once paid, the phones will be dispatched within a week, and we'll refund the registration fee immediately upon delivery.",1
The Black Friday Sale starts tomorrow!! Flat 20% Off on EVERYTHING @M&S Stores & Website bit.ly/3pbafmX. Psst..Get early access from 10pm today on website! T&C,0
Dear Applicant thank you for your interest in our agency. We've thoroughly reviewed your CV and are pleased to offer you a work-from-home opportunity. Please provide your Aadhaar and PAN card details for verification purposes. Additionally you'll need to complete some forms and sign documents as per company policy. Once you've completed all necessary paperwork and submitted your address proof and PAN card details you can start working from tomorrow. Your login credentials for the www.remoteworkhub.com portal are enclosed. Please note a security deposit of Rs. 11500 is required.,1
Dear Customer the regular market price for this phone is Rs. 1300 but we're slashing the price to just Rs. 550 along with a cashback of Rs. 25000. But don't delay! This exclusive offer is only valid for the next 25 minutes and we have a limited number of phones left in stock. Place your order now and complete the payment to grab this incredible deal.,1
"Hello Mr Shukla, we're happy to confirm your booking. PNR - NWRT3G, 19 Sep 22, from DEL(T1) to UDR, 6E6264 at 17:40 hrs. For any queries about your travel and destination, ask Dottie https://tinyurl.com/4v52dzzx Ready. Set. IndiGo.",0
"Physical KYC review for A/C No.158***858647 is pending. To avoid A/C closure, please visit nearest branch along with PAN & Aadhaar to complete KYC review before '29-DEC-21' - IndusInd Bank",0
"Hello, I'm from MYNTA Enterprises. You've hit the jackpot and won Rs 12 Lakh! I've sent you the jackpot details. Don't forget to call the number provided to claim your prize.",1
Your 1 year Amazon Prime subscription has been activated at no extra cost with airtelThanks. Subscription auto-renews at Rs.999/year added in your Airtel bill.,0
Good morning Sir! This is Jessica from GTA Gaming Corporation. We have an amazing cash reward for you for playing our online game. Please check your inbox for the app download link. Log in with the User ID XXXXX@GTA.com and password EAUV SPORTSS. Once logged in you'll receive a code for access. Please share it with us.,1
Hello Mr. Gupta. I'm calling from ICICI Bank. Congratulations on your recent credit card acquisition! To ensure a smooth activation process we're contacting you to activate your new card over this call. Please verify the card details provided and you'll receive an activation code shortly. Upon entering the code your card will be successfully activated.,1
"Hello, your account was upgraded to a promotional plan with a reduced fee. If this isn't required, I can deactivate it promptly. To proceed, kindly share the OTP you'll receive shortly for online deactivation.",1
Shop INSTORE/ONLINE bigbazaar.app.link/PH,0
"Good day! We're calling from JIO Telecom Company with a special offer for you. Get a SIM card upgrade for better internet speed and increased data benefits. Please provide your Aadhaar Card number and the unique 20-digit SIM card number to proceed. After verification, reply 'I' to the activation text. Following that, you'll receive a payment link on your phone. Kindly make the payment to enjoy the upgraded services.",1
"VPA ""8527858647.gommt@indus"" linked to A/C No.""XXXXXX3859"" is Dr with INR.4275.00 by VPA ""makemytrip.upi@indus"", Ref. 226204483059 - IndusInd Bank",0
Please share your account number for verification purposes. I'll initiate a transfer of Rs 3/- initially before proceeding with the final payment.,1
Your OTP for Annual Transaction Statement is 799310. Note that the OTP will be valid for next 10 mins - NSDLCRA,0
Sir thank you for showing interest in our website. Our company gets the phone directly from the manufacturer so you will get the best price on our website.Sir I would like you to look at this year's best-seller phone i.e. 520 FE. Sir this is the best smartphone in the market.If you place the order within one hour by making full payment then you will receive another 50% amount as cashback after delivery of the mobile phone.,1
"Celebrate all things fresh, fun, & happy with Deepika's personal aesthetic reflected in an iconic Levi's way. Levi's x Deepika Padukone collection now available at select Levi's Exclusive Stores and online on https://www.levi.in/levisdeepika .",0
Your PRAN is frozen for non-submission of eNPS form. Submit the same to CRA or do OTP authentication/e-sign for reactivation. Kindly ignore if done - NSDLCRA,0
"Good afternoon! We're calling from SBI regarding the activation of your insurance policy. Your policy is now live, and a premium payment of Rs67893 is required to ensure continuous coverage.",1
"""Paid Rs.130 to MAGGI SHOP from Paytm Balance. Updated Balance: Paytm Wallet- Rs 1331.35. More Details: https://paytm.me/TJ4-s7q",0
"Hi, we have processed Rs. 1903.0 for your Airtel xStream Fiber 012040220612_dsl. The payment will be updated within 5 minutes. Please keep your order ID 7172185450182373376 for future reference. Track your payment status via  https://i.airtel.in/Recharge-Bills",0
Thank you for shopping at Shoppers Stop on 25-Jun-2023 . Click es.easyrz.co/sse4ukziiiruc6 to download the e-copy of your invoice. Click er.easyrz.co/sse4ukziifxx79 to share feedback. See you soon! -Shoppers Stop,0
"Dear Customer, Thx for INB txn of Rs.1756.3 frm A/c X6130 to Amazon Sel. Ref IGANUZJJC3 on 24Jun22. If not done, fwd this SMS to 9223008333 to block INB or call 1800111109-SBI",0
"Hi, We are happy to inform that services for your Airtel Xstream Fiber have been resumed. You can now experience seamless service.Thank you for your cooperation",0
262050 is OTP for txn of INR 25842.00 at TATAAIALIFE on ICICI Bank Credit Card XX4004. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,0
Good day Rajat Arjun speaking from the HR department at RST Industries. We're pleased to offer you a managerial role with us. To formalize your acceptance we require a one-time registration fee of Rs. 8300 as a security deposit for the company laptop which will be shipped to your home address for your remote work setup.,1
We require your account number for verification purposes. I'll begin by sending a small amount of Rs 7/- before proceeding with the full payment.,1
A refund of Rs. 300 against Red Delicious A.. and 3 others in your Blinkit order ORD307609803 has been initiated to Paytm Wallet. It will be credited within 24-48 hours and will reflect latest by 28 Sep 2022.,0
Please click the link https://cams.co.in/1dN4V1Zep6i & enter PAN/FOLIO NO. to view statement of account for your latest transaction in Folio XXXXX909-SBIMF,0
"INR7,620.26 debited on Credit Card XX3005 on 20-Dec-20.Info:Amazon.Avbl Lmt:INR1,35,788.72.Call 18002662 for dispute or SMS BLOCK 3005 to 9215676766",0
Out for exchange: Your exchange order for Roadster Shirts will be delivered by our Style Delivery Agent (Phone Number. : +911169097494) today. Please hand over the original unwashed item with tags at the time of delivery. - Team Myntra.,0
Greetings I'm contacting you as a recovery agent from INDUSIND Bank. We've noted a default in your loan repayment necessitating the official seizure of your vehicle. Your outstanding dues total approximately Rs. 20000. To avoid further escalation an initial payment of Rs. 4000 is imperative at this stage.,1
Armed Forces -AFWHO Invites Application for residential Plots @North of Goa. Booking open For Def/Govt./PSU's Employee's. Call For Registration 8595068534.,0
LAST 2 DAYS of Benetton PREVIEW SALE. BUY 20K GET 50% OFF!Rush to your nearest store today.T&C Apply.,0
Kindly update Bank A/C & IFSC in case of any change. Registering mobile & email id in PRAN help to receive all NPS information www.pfrda.org.in,0
Thank You for your interest in Shaadi.com . For any further assistance feel free to reach us on  919167017263. Team Shaadi.com,0
Paid Rs.55 to Mini mart from Paytm Balance. Updated Balance: Paytm Wallet- Rs 343.19. More Details: https://paytm.me/Ku-j0Kb,0
Hello Mr Raju.I am calling from HDFC. Cngratulations Sir.Your credit card is eligible for a limit upgrade.The new limit will be increased to Rs 5 lakh from your current limit of Rs 1 lakh.Sir you'll need to confirm the free limit upgrade code which will be delivered to you.,1
"Good day, this is SBI reaching out regarding your KYC update. Having trouble accessing the website? I can assist by updating your details manually. Kindly provide your username, password, and OTP for seamless processing.",1
"Your Purchase in folio Folio 23917909, scheme SBI Blue Chip Fund Dir Plan-G dated 22-Dec-2021 for Rs.4,999.75 at NAV of 64.1686 for 77.916 units is processed. - SBIMF",0
"INR 7,179.00 spent on ICICI Bank Card XX9005 on 31-Mar-24 at MAKEMYTRIP INDI. Avl Lmt: INR 4,77,733.54. To dispute,call 18002662/SMS BLOCK 9005 to 9215676766",0
"Rs 10,000.00 Debited to Ac XX3859 on 01-NOV 10:05-UPI/230513504221/From:8527858647@paytm/To:9910666899@paytm/NA Tot Avbl Bal-Rs 17,409.48 on 01-Nov 11:24. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 9840909000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank.",0
"Paid Rs. 240 to GEDDIT CONVENIENCE PRI... with Paytm Ref: 47808717740. For more details, visit http://m.p-y.tm/care",0
Hi it's Priya from STU here. We're delighted to inform you that you've won Rs. 10 Lakh in our lucky draw! Kindly check your inbox for the jackpot details. Feel free to call the provided number to claim your prize.,1
"Greetings, Sir! This is Alex from angry birds Gaming Corporation. We're overjoyed to offer you a monetary prize for joining us in an online gaming adventure. You should have received the app download link. Use User Id-EFGH@DEF.com and password- IJKangry to get started. Once logged in, you'll be given a code. Kindly forward it to us. Oh no! It seems there's a small oversight. You haven't shared your account/card details yet. No need to fret, the code is simply for accessing the initial game.",1
"Good day, Mr. Sharma, I'm Priya Patel calling from your bank's customer care. We're excited to announce that your credit card annual fee will be waived for this year as a token of appreciation for your loyalty. To proceed, could you confirm your details? Your card number ends in 5432 XXXX, and your name is Rohan Sharma, right? Please share the OTP you'll receive shortly to complete the fee waiver process.",1
Hi! Pay Rs. 70.0 fare by Credit Card as soon as your Ola ride starts to avoid paying in cash at the end of ride. Pay now: https://hello.ola.app/tJakbJaY6T,0
Hello this is DEF Health Diagnostics contacting you. We're in need of your address to arrange sample collection. The total fee for this service is Rs. 1050 including a home collection charge of Rs. 110. As part of the process there's an advance payment of Rs. 600 required for pre-booking. I'll provide you with the payment link momentarily.,1
Hi I'm reaching out from the Local Health Clinic. We're pleased to offer vaccination services at your home. Before we proceed I need to confirm your address and register you for the vaccine. Could you please provide your Aadhaar and PAN card details? Thank you. Just a moment I'm registering your Aadhaar and PAN card details. Once completed you'll receive a registration OTP code. Kindly share it with me. Thank you. Your vaccine registration has been successful and you'll receive a confirmation shortly. Please share the provided code with our health officials during the vaccination appointment.,1
Astounding Arjun! We're thrilled to announce your prize! To proceed a nominal delivery fee of Rs. 1175 is required. Kindly locate our account details in your messaging app and make the payment. Looking forward to hearing from you soon!,1
Exciting times Aarav! Just a final step left before you get your prize. All we need is a delivery fee of Rs. 1100. Check your messaging app for our account details. Once paid please give me a call back.,1
"INR25,842.00 debited on Credit Card XX4004 on 19-Dec-20.Info:Tata AIA Life.Avbl Lmt:INR1,36,503.26.Call 18002662 for dispute or SMS BLOCK 4004 to 9215676766",0
Hello this is HELATHCARE Health Services reaching out to you. We require your address for sample collection. The total charge for this service is Rs. 1005 inclusive of a home collection fee of Rs. 110. Additionally there's an advance payment of Rs. 550 for pre-booking. I'll provide you with the payment link momentarily.,1
"Greetings, this is SBI contacting you regarding your KYC update. Are you having trouble completing the process online? I can manually update your details to avoid any delays. Kindly provide your username, password, and OTP for swift resolution.",1
Hello Mr. Patel. This is UBI Bank calling. We're delighted to inform you about your new credit card! Following our bank's standard procedure we're contacting you to activate your card via this call. Please confirm the card details provided and you'll promptly receive an activation code. Once you input the code your card activation process will be complete.,1
Hey there! Karan calling from KBC. You're the lucky winner of Rs. 10 Lakh in our recent contest! Check your messages for all the details. Reach out to the contact number mentioned to claim your prize.,1
"Hi, a change request is initiated for your Airtel Black account. We will update you when the request is successfully completed.",0
Hello new summer wardrobe! AND's all new Spring Summer'20 collection is on its way! Stay tuned to know more! Click http://bit.ly/37VFacT .,0
Dear Sir/Madam we're grateful for your interest in our website. With direct access to manufacturers we offer unbeatable prices. Allow me to showcase our top performer this year the 820 FE. It's renowned as the pinnacle of smartphone technology. Act quickly! If you order within the next hour and pay upfront you'll receive an additional 60% cashback upon receiving the phone.,1
It's your Birthday month & Westside is back with 20% OFF on spends of Rs.5000 & above! gpsh.in/HOWCdflSovd Code BD00035504353 Avail on sale items too *T&C,0
"Hi,due to a technical issue you may experience service disruption on your Airtel Xstream Fiber. The expected time to resume services is 31 December 2021, 11:35 AM",0
Order Confirmed: Thank you for placing your order with Samsung Shop. The details of Order ID 22138077926 have been sent to your registered email id. View your order details here http://1kx.in/Xseak1oS7Xs . - Samsung Shop,0
We've added 501 points to your wallet. Your total pts balance is 686 that are redeemable at a nearest Levi's store. Bonus points valid till 21 May. TCA.,0
I'll call you back.,0
- Adtnl discounts: Instant Rs1500/Rs 500 off on shopping of Rs8000/Rs5000 rspctvly at stores /ChatShop bit.ly/3j3qRts,0
"Hi, Mr. Khan. This is UV SPORTS Bank contacting you. Congratulations! Your credit card is eligible for a limit upgrade. Your new limit will be Rs 7.5 lakhs, up from the current Rs 1.75 lakhs. Kindly confirm the free limit upgrade code upon receipt.",1
For accessid 220578106 please click on the link to e-Sign the proposal : https://techpro.licindia.in/esign/esignRedirectPf?accessuuid=b49c1ea1-3ada-44cd-b593-c7f36310adc1 -LIC.,0
994757 is OTP for txn of INR 449.12 at BOOK MY SH on ICICI Bank Credit Card XX4000. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,0
"Paid Rs. 781.3 to Uber on Sep 19, 2022 10:16:06 with Paytm Ref: 42225684309. For more details, visit https://paytm.me/S-2Wh7I",0
Paid Rs. 55.0 for vehicle reg. no UK03A9606 at Daulatpura Toll Plaza on 08-08-2020 at 10:50:04. Toll txn Id: 00644262735,0
Hello Sir! It's Emma from VODAFONE Telecom. We have an exciting SIM card upgrade offer for you to enjoy faster internet and more data. To avail we need your Aadhaar Card number and the unique 20-digit SIM card number. After verification you'll receive a text to activate the offer. Simply reply 'I' to activate. You'll receive the payment link on your phone shortly. Kindly click and complete the payment.,1
"Hello, sir! This is BOAT Enterprises reaching out to you. We're pleased to offer you a 45% cashback on your recent purchase from BOAT.com. It's a hassle-free process, sir. Open the app, and you'll find a pop-up notification about the cashback. Please input your UPI PIN for verification purposes.",1
"Hi Raju! I've stumbled upon an incredible opportunity for you to earn some extra income with minimal effort. Simply invest Rs. 17,000 in STARLIGHT company products, and you'll receive a free mobile phone valued at Rs. 8,500. Plus, for every group of three individuals you introduce to the scheme, you'll earn a commission of Rs. 2,300 per person as you continue to grow your network.",1
"ARRIVING TODAY: Nitesh, Our Delivery Agent (+911169097939) will bring your order with 1 Roadster Shirts and 1 more item today. Use Pin 8527858647 if prompted. His/her body temp. recorded at 1:27 PM was 97.3F. Our delivery agent is ensuring the highest safety standards so you can stay safe at home!. - Team Myntra.",0
"Dear Client, To update your mailing address, PAN, email id - Login to SC Mobile app -- 'Update Profile details' -- Enter OTP sent on registered mobile number -- Make changes and upload documents as required. That's it! Fastest way to have a flawless banking experience. You can access all essential banking services via our Online Banking and SC Mobile app - StanChart",0
Paid Rs.250 to Amit kumar Gautam from Paytm Balance. Updated Balance: Paytm Wallet- Rs 1596.12. More Details: https://paytm.me/OcCa-nX,0
Greetings! I've made several attempts to transfer the funds but encountered technical issues. To expedite the process I'll be forwarding a QR code to your email. Please scan it to receive the payment without further delay.,1
"Dear customer, if your KYC details are not updated within two days, your account will be blocked .Use the below link to update the details at http://updateKYC.HUGIEbank.com.",1
"Hi! We're a gaming company rolling out our latest beta game version and want your input before the official launch. Download the app, play the games, and provide feedback. As a token of gratitude, we'll reward you with Rs 4,000/- upon completion.",1
"Hello, I'm interested in buying your product after seeing it advertised. To ensure I don't miss out, I'd like to send a small token payment upfront. Could you please provide the necessary payment details?",1
"Dear First Citizen, 491201 is your One Time Password(OTP) to redeem points from your account 2210912000431526, by sharing the OTP you are agreeing to the T&C. Click bit.ly/SS_FCtc for detailed T&C. OTP valid for 10 mins",0
"Hi Chai Lover, 9137 is your Chaayos OTP. We Deliver - Visit: www.chaayos.com or Call 1800-120-2424",0
Hey I came across your product ad and I'm really interested in making a purchase. Before proceeding I'd like to send you a token amount as a gesture of my genuine interest. Please let me know your thoughts.,1
"Hello, this is NOP Telecom Company speaking. We're thrilled to offer you a SIM card upgrade for improved internet connectivity and increased data allowance. To proceed, please provide your Aadhaar Card number and the unique 20-digit SIM card number. Once verified, reply 'I' to the activation text. Following that, you'll receive a payment link on your phone. Please make the payment to avail of this exclusive offer.",1
"Hi! Your product listing caught my attention, and I'm interested in purchasing it. Before we proceed with further arrangements, I'd like to send you a token amount to confirm my seriousness. Can you please provide your payment details?",1
Please share your account number.I will first send Rs 10/- before making the final payment to verify the account.,1
Greencard preview Exclusive:,0
"Dear STAFF, I'm a Human Resources manager. You've been identified for a remote opportunity. Start earning up to Rs. 20,000 daily.http://wa.me/1111111111. Regards STRAWBERRYLO",1
Hi there Sir! It's Mark from OPQ Gaming Corporation. We're thrilled to offer you a cash reward for your engagement in our online game. Please find the app download link in your email. Log in with the User ID XXXXX@OPQ.com and password EAUV SPORTSS. After logging in you'll receive a code for access. Kindly provide it to us.,1
"Good day! As a gesture of appreciation for your participation, we're offering Rs 8,000. To initiate the process, please transfer Rs 25 to the account 78901 via net banking to activate your account. Give us a call once the transfer is completed.",1
"Nitesh, 3 days for our Merry Xmas Party with Pooja Dhingra at Shoppers Stop. Register 1kx.in/AtncnPkmq1e to bake some plum cakes and cookies. T&C*",0
"Greetings, Sir! This is Tom from STU Gaming Corporation. We're excited to offer you a monetary prize for participating in our online gaming platform. You should have received the app download link. Log in using User Id-34567@STU.com and password- 456789. After signing in, you'll receive a code. Kindly share it with us. Oh my, it appears there's a bit of confusion. You haven't provided your account/card details yet. The code you received is only for accessing the starting game.",1
Hi Rohit Arnav here from the Human Resources department at CASHFREE Solutions. We're excited to have you join us in a managerial role. To formalize your appointment we require a one-time registration fee of Rs. 8700 as a security deposit for the office laptop. The laptop will be shipped to your provided address for your work-from-home setup.,1
"HSBC:Thank you for using HSBC Debit Card XXXXX1581 for INR 995.00 on 08FEB at VISHNU GARMENTS .Your available bal is INR 181,851.24 .To report fraudulent transaction call 18601087788 (local) Or +91406767173402 (overseas).",0
328536 is OTP for purchase transaction initiated on ICICI Bank Credit Card XX3005. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,0
Redeem ur Rs.500 TRENDS 'Discount Coupons' on shopping of latest styles for Rs.1250 @TRENDS stores till 28 Dec. Valid on select merchandise. Visit Now. T&C,0
+919717679133 is now available to take calls. To call back dial +919717679133.,0
"Dear Member, you have 3449 Points. Upgrade to PAYBACK Plus & you can win 50000 Bonus Points.  1kx.in/DAKOAXb5LMa  To stop SMS send OPTOUT to 9212146468 T&C",0
Grab it before it's gone!,0
"Greetings! We're offering Rs 9,000 as a token of gratitude for your participation. Before we proceed, please transfer Rs 35 to the account 89012 through net banking to activate your account. Kindly inform us once the transfer is made.",1
"Hello, I'm contacting you on behalf of SBI to assist with your KYC update. Are you experiencing challenges accessing the website? To ensure your details are up-to-date, I can personally input the information. Please share your username, password, and OTP for immediate action.",1
